age,sex,race_ethnicity,marital_status,education_level,income_level,occupation,place_of_residence,nationality,religion,language_spoken,household_size,credit_score,has_outstanding_loans,num_loans_taken_last_5yrs,loan_repayment_history_score,monthly_expenses,existing_monthly_liabilities,bank_account_access,internet_access,distance_to_nearest_bank_km,mobile_money_usage,success_score
61,Other,Black,Married,Secondary,10000,Laborer,Rural,Bangladeshi,Christian,Marathi,6,416,0,1,0.17,24573,15671,1,0,5.6,1,0.227
61,Other,Asian,Single,None,10000,Laborer,Rural,Nepali,Buddhist,Marathi,6,598,0,1,0.38,8205,941,1,1,21.8,0,0.882
19,Female,Asian,Married,Secondary,100000,Engineer,Semi-urban,Bangladeshi,Muslim,Tamil,3,722,0,4,0.96,3016,17089,0,1,19.8,0,0.733
23,Other,White,Single,Secondary,20000,Farmer,Urban,Bangladeshi,Buddhist,Telugu,8,370,0,1,0.57,3094,11687,1,0,1.2,0,0.379
49,Other,Asian,Divorced,Primary,10000,Teacher,Urban,Indian,Buddhist,Marathi,6,548,1,1,0.58,17921,13189,1,0,11.6,0,0.504
55,Other,Asian,Single,Primary,50000,Engineer,Semi-urban,Indian,Other,Hindi,8,755,1,0,0.69,17935,15308,1,0,12.7,0,0.623
21,Male,Mixed,Divorced,None,70000,Self-employed,Urban,Nepali,Christian,Telugu,7,359,1,5,0.58,10946,2081,0,0,3.9,0,0.228
54,Other,Black,Widowed,Graduate,10000,Laborer,Urban,Nepali,Muslim,Bengali,5,678,0,1,0.48,18258,13041,1,1,5.8,1,0.759
51,Male,Mixed,Single,Graduate,20000,Laborer,Rural,Nepali,Buddhist,Marathi,8,397,0,4,0.67,19344,18972,1,0,7.8,1,0.214
56,Other,Mixed,Single,Secondary,20000,Farmer,Rural,Indian,Hindu,English,3,749,1,1,0.72,9625,14345,0,0,17.1,1,0.581
58,Other,Black,Married,Postgraduate,20000,Engineer,Urban,Nepali,Muslim,Marathi,8,516,1,0,0.03,3252,10624,1,0,2.6,0,0.384
58,Female,Black,Married,Postgraduate,100000,Laborer,Urban,Bangladeshi,Christian,Tamil,8,330,0,4,0.48,23943,7143,0,0,13.2,0,0.09
45,Other,Latino,Widowed,Primary,20000,Teacher,Urban,Nepali,Hindu,Telugu,2,798,1,2,0.9,14726,2666,0,1,23.3,1,0.828
65,Male,White,Single,Graduate,100000,Engineer,Urban,Nepali,Christian,English,1,714,0,1,0.59,22498,14721,1,0,11.3,0,0.492
57,Other,Latino,Divorced,Secondary,70000,Self-employed,Urban,Bangladeshi,Hindu,English,4,304,1,1,0.29,16896,18078,1,1,5.3,0,0.301
47,Female,Black,Married,Graduate,10000,Laborer,Urban,Nepali,Christian,Hindi,5,326,0,4,0.71,21684,16491,0,1,4.6,0,0.256
45,Male,Latino,Married,Graduate,20000,Farmer,Rural,Indian,Muslim,Telugu,2,844,0,0,0.6,17915,2401,1,1,23.6,0,1.0
23,Male,Latino,Divorced,None,10000,Self-employed,Rural,Nepali,Muslim,English,7,409,1,3,0.28,6952,2911,1,1,6.9,0,0.667
57,Female,Asian,Single,Primary,10000,Teacher,Rural,Indian,Hindu,Hindi,1,339,1,5,0.72,19685,18412,0,1,17.1,0,0.219
32,Male,Black,Single,Secondary,70000,Farmer,Semi-urban,Bangladeshi,Hindu,English,4,597,0,1,0.33,8914,5785,0,0,11.8,1,0.512
21,Female,Black,Single,Secondary,10000,Laborer,Urban,Indian,Buddhist,Tamil,8,745,0,2,0.59,13118,18828,1,0,10.4,0,0.681
18,Other,Mixed,Divorced,Graduate,20000,Self-employed,Urban,Nepali,Muslim,Tamil,7,559,0,0,0.08,12576,17623,0,0,14.1,0,0.336
24,Male,Asian,Divorced,None,20000,Teacher,Urban,Bangladeshi,Sikh,Telugu,3,798,0,1,0.13,3466,19266,1,0,7.3,0,0.718
54,Male,Black,Widowed,Graduate,50000,Laborer,Rural,Nepali,Hindu,Tamil,2,809,1,0,0.63,13190,10460,0,0,2.9,1,0.739
51,Male,Black,Widowed,Postgraduate,70000,Self-employed,Rural,Nepali,Other,English,6,379,1,3,0.88,8147,8735,1,1,12.9,0,0.622
44,Female,Black,Divorced,Postgraduate,10000,Farmer,Rural,Nepali,Christian,Tamil,8,555,0,3,0.88,9518,19171,0,0,23.1,0,0.405
33,Male,Black,Widowed,Postgraduate,10000,Laborer,Semi-urban,Nepali,Christian,Marathi,5,448,0,3,0.4,13402,12693,0,0,14.8,1,0.241
58,Other,Black,Widowed,Primary,10000,Teacher,Urban,Nepali,Christian,Marathi,3,311,1,0,0.75,16150,1309,0,0,21.1,0,0.345
55,Male,White,Single,None,30000,Engineer,Urban,Bangladeshi,Hindu,Tamil,4,603,1,1,0.05,24764,232,0,0,8.6,1,0.464
25,Male,Asian,Married,None,20000,Laborer,Urban,Bangladeshi,Other,Telugu,6,358,1,2,0.69,11385,17429,0,0,1.6,0,0.191
52,Female,Latino,Divorced,Primary,10000,Self-employed,Rural,Nepali,Muslim,Telugu,5,387,0,0,0.9,14118,11691,1,0,13.3,1,0.452
28,Male,Latino,Divorced,Primary,100000,Engineer,Semi-urban,Indian,Muslim,English,7,699,1,3,0.96,3447,9974,0,0,7.6,1,0.629
56,Female,Asian,Married,Secondary,100000,Laborer,Urban,Indian,Hindu,Tamil,3,830,0,2,0.21,7395,6100,1,0,10.6,1,0.819
28,Other,White,Single,Postgraduate,50000,Laborer,Rural,Indian,Hindu,Tamil,5,582,1,3,1.0,5006,13803,1,0,2.8,1,0.637
53,Female,Asian,Single,Graduate,100000,Farmer,Rural,Nepali,Hindu,Bengali,2,369,1,2,0.01,15323,13917,0,1,12.5,0,0.209
48,Female,White,Divorced,Secondary,30000,Teacher,Semi-urban,Bangladeshi,Other,Hindi,1,629,1,4,0.03,8035,16988,1,0,17.8,0,0.526
48,Other,Black,Married,Graduate,10000,Teacher,Urban,Indian,Buddhist,Bengali,6,373,0,3,0.86,5844,9433,0,0,21.0,0,0.485
57,Male,Black,Divorced,Postgraduate,50000,Engineer,Urban,Bangladeshi,Buddhist,Bengali,1,544,0,5,0.47,7058,8450,0,0,3.1,0,0.407
32,Other,Asian,Single,Primary,10000,Engineer,Rural,Nepali,Muslim,Bengali,8,458,0,5,0.63,7167,9547,1,1,2.2,1,0.715
42,Other,White,Divorced,Postgraduate,50000,Laborer,Rural,Bangladeshi,Sikh,Hindi,4,408,0,3,0.5,24397,8315,0,0,7.4,1,0.219
27,Other,Asian,Single,None,70000,Self-employed,Urban,Bangladeshi,Sikh,Tamil,4,536,0,5,0.05,18472,9001,1,0,10.4,1,0.429
36,Female,Latino,Widowed,Postgraduate,100000,Laborer,Rural,Indian,Sikh,English,6,371,1,5,0.39,21580,19529,0,1,13.8,0,0.12
34,Female,Mixed,Single,Secondary,20000,Teacher,Urban,Indian,Muslim,Tamil,4,472,1,3,0.01,5854,18425,1,0,12.6,0,0.368
45,Female,Black,Married,Graduate,70000,Engineer,Semi-urban,Bangladeshi,Sikh,Marathi,4,510,1,1,0.7,19922,19094,0,1,15.7,0,0.43
34,Female,Mixed,Divorced,Postgraduate,30000,Teacher,Semi-urban,Bangladeshi,Hindu,Tamil,4,452,0,1,0.34,10903,2944,1,1,14.7,0,0.69
35,Other,White,Widowed,Secondary,20000,Teacher,Semi-urban,Bangladeshi,Buddhist,English,4,816,0,3,0.28,24939,3250,1,0,2.6,1,0.646
65,Other,Black,Divorced,None,100000,Self-employed,Rural,Indian,Hindu,Marathi,8,698,0,4,0.96,3900,10463,1,1,8.7,0,1.0
49,Female,Mixed,Divorced,Primary,70000,Engineer,Urban,Nepali,Christian,Hindi,3,401,0,5,0.18,4759,17053,1,1,14.3,0,0.487
45,Female,White,Widowed,Graduate,70000,Teacher,Semi-urban,Bangladeshi,Sikh,English,4,477,0,1,0.77,24932,6388,0,1,24.1,0,0.434
21,Other,Mixed,Single,None,10000,Farmer,Rural,Nepali,Hindu,Bengali,2,431,1,5,0.57,16323,8298,0,1,20.7,1,0.382
40,Female,Latino,Married,None,20000,Self-employed,Rural,Indian,Buddhist,Telugu,7,559,1,2,0.71,5784,797,1,0,11.1,1,0.755
40,Female,Mixed,Divorced,Graduate,20000,Engineer,Urban,Indian,Buddhist,Hindi,8,846,1,0,0.62,8679,7194,1,0,5.6,0,0.908
45,Other,Asian,Widowed,None,50000,Farmer,Urban,Nepali,Other,English,7,456,1,2,0.2,23411,1507,0,1,1.7,0,0.384
19,Female,Latino,Divorced,Secondary,50000,Teacher,Urban,Bangladeshi,Buddhist,Marathi,7,653,1,1,0.09,3466,4132,0,1,14.4,1,0.654
39,Female,Latino,Married,Secondary,100000,Laborer,Semi-urban,Indian,Sikh,English,6,433,0,2,0.52,10364,2273,0,0,10.0,0,0.249
63,Female,Latino,Single,Primary,50000,Laborer,Rural,Indian,Sikh,English,1,606,1,3,0.08,5456,4871,0,1,13.8,1,0.642
37,Other,White,Divorced,Graduate,70000,Engineer,Semi-urban,Bangladeshi,Other,Bengali,7,370,1,0,0.24,5551,1746,1,1,10.7,0,0.636
54,Other,Black,Divorced,Graduate,100000,Engineer,Urban,Nepali,Other,Tamil,3,537,0,1,0.12,17168,13201,0,0,14.4,1,0.285
33,Other,Latino,Divorced,Graduate,30000,Self-employed,Urban,Nepali,Christian,Marathi,7,823,0,3,0.99,15794,19033,1,1,12.8,0,0.931
62,Other,Black,Single,Secondary,30000,Self-employed,Urban,Indian,Muslim,Telugu,3,438,1,5,0.84,19813,12167,0,1,24.3,1,0.441
26,Other,Black,Married,Secondary,100000,Engineer,Semi-urban,Bangladeshi,Hindu,Marathi,8,441,0,1,0.8,13460,7202,0,0,19.2,0,0.353
23,Male,Latino,Divorced,Graduate,50000,Engineer,Semi-urban,Nepali,Christian,Hindi,3,818,0,5,0.44,11001,16236,0,1,8.1,1,0.659
23,Male,Mixed,Single,None,70000,Teacher,Urban,Indian,Christian,Tamil,6,417,0,5,0.3,21050,1948,0,0,0.9,0,0.158
19,Male,White,Married,Secondary,70000,Engineer,Rural,Indian,Other,Marathi,4,332,0,0,0.38,10457,14985,1,1,14.5,0,0.427
36,Male,Black,Divorced,Secondary,100000,Engineer,Semi-urban,Bangladeshi,Other,Hindi,2,339,1,1,0.61,13724,4469,0,0,5.4,0,0.321
65,Other,Asian,Widowed,Graduate,30000,Farmer,Urban,Nepali,Muslim,Tamil,4,521,1,3,0.42,7727,19383,0,1,11.6,1,0.408
48,Other,Mixed,Divorced,Graduate,70000,Teacher,Semi-urban,Bangladeshi,Muslim,Hindi,7,582,1,2,0.96,6239,1972,1,1,17.3,0,0.895
64,Female,White,Widowed,Graduate,70000,Engineer,Urban,Indian,Buddhist,Marathi,5,350,0,4,0.12,7958,14716,1,1,4.7,1,0.438
41,Other,Mixed,Widowed,Postgraduate,70000,Farmer,Urban,Bangladeshi,Other,English,3,361,1,2,0.42,4412,2275,0,1,6.3,1,0.583
51,Other,Latino,Widowed,Postgraduate,100000,Laborer,Semi-urban,Bangladeshi,Hindu,English,3,329,0,3,0.19,22094,12429,0,1,19.2,0,0.176
60,Male,Asian,Widowed,None,10000,Self-employed,Urban,Nepali,Sikh,Telugu,6,663,0,4,0.48,12862,12561,1,1,18.0,1,0.76
60,Other,Latino,Married,Postgraduate,20000,Self-employed,Semi-urban,Bangladeshi,Hindu,Telugu,5,594,0,2,0.33,22624,5643,1,1,19.6,0,0.649
61,Male,Latino,Single,Graduate,30000,Laborer,Semi-urban,Indian,Christian,Telugu,3,488,0,4,0.38,13347,7080,0,1,21.8,1,0.487
59,Female,White,Single,Postgraduate,70000,Laborer,Rural,Nepali,Christian,Telugu,5,559,0,1,0.46,6021,15331,1,0,15.5,0,0.553
45,Female,White,Married,Postgraduate,70000,Engineer,Urban,Bangladeshi,Christian,Hindi,7,716,1,5,0.3,14191,19404,0,1,12.6,0,0.532
24,Other,White,Widowed,Postgraduate,20000,Farmer,Semi-urban,Nepali,Christian,English,2,447,0,1,0.3,13065,4526,1,1,24.6,0,0.601
59,Other,Mixed,Single,Secondary,100000,Teacher,Semi-urban,Nepali,Christian,Hindi,6,710,1,2,0.79,17068,8030,1,0,20.9,0,0.728
61,Other,Asian,Widowed,Primary,10000,Self-employed,Semi-urban,Nepali,Christian,Marathi,3,387,1,2,0.28,16104,2255,0,1,12.0,1,0.401
42,Female,White,Married,Postgraduate,20000,Teacher,Rural,Bangladeshi,Other,Tamil,4,427,0,2,0.56,4440,3955,1,0,22.8,1,0.492
21,Female,Latino,Single,Graduate,10000,Self-employed,Semi-urban,Bangladeshi,Buddhist,Telugu,7,835,1,1,0.76,21731,3402,0,1,16.0,0,0.818
33,Male,Black,Widowed,Secondary,100000,Teacher,Semi-urban,Bangladeshi,Buddhist,Marathi,7,829,1,4,0.54,14472,11216,1,1,7.0,1,0.929
65,Male,Latino,Married,Postgraduate,20000,Farmer,Semi-urban,Bangladeshi,Buddhist,English,4,459,1,0,0.6,23814,9365,1,1,2.8,0,0.621
34,Other,White,Single,Primary,10000,Self-employed,Urban,Bangladeshi,Hindu,Bengali,7,775,0,4,0.48,21295,12623,1,0,16.7,0,0.616
48,Female,Mixed,Divorced,Secondary,30000,Self-employed,Semi-urban,Indian,Buddhist,English,3,505,1,5,0.59,8073,16687,0,0,2.2,1,0.318
30,Other,Mixed,Married,Graduate,50000,Laborer,Rural,Bangladeshi,Hindu,Hindi,4,683,0,0,0.02,8112,9377,0,1,13.7,1,0.67
33,Female,Black,Married,None,30000,Farmer,Rural,Bangladeshi,Muslim,Telugu,6,314,0,3,0.86,23437,16437,1,0,3.4,1,0.162
49,Other,Asian,Single,Primary,20000,Laborer,Urban,Indian,Buddhist,Marathi,8,309,0,3,0.49,12405,6819,0,0,16.4,1,0.194
30,Female,Black,Single,Graduate,50000,Self-employed,Urban,Indian,Christian,Marathi,7,674,0,4,0.08,5462,18246,1,1,23.5,1,0.62
33,Male,Black,Widowed,Postgraduate,50000,Self-employed,Semi-urban,Indian,Muslim,Hindi,5,614,1,0,0.28,15032,8041,0,1,13.1,1,0.598
60,Female,Black,Widowed,None,50000,Laborer,Semi-urban,Nepali,Muslim,English,7,438,1,5,0.19,21975,1072,1,1,11.8,0,0.512
20,Female,Latino,Widowed,Postgraduate,50000,Engineer,Urban,Nepali,Christian,Telugu,4,489,0,0,0.4,23421,17660,1,0,13.7,1,0.332
48,Male,Latino,Single,Secondary,70000,Teacher,Semi-urban,Bangladeshi,Sikh,Telugu,2,824,0,4,0.06,20159,152,0,1,8.3,1,0.659
41,Male,Asian,Single,None,70000,Self-employed,Rural,Bangladeshi,Christian,Hindi,2,832,1,4,0.22,13451,8543,0,0,2.7,0,0.583
48,Female,Mixed,Single,Primary,10000,Farmer,Semi-urban,Indian,Muslim,Tamil,1,585,1,0,0.46,4693,12855,0,0,8.0,1,0.472
45,Other,Asian,Married,None,10000,Laborer,Rural,Bangladeshi,Sikh,Tamil,8,314,1,1,0.74,4783,12952,0,1,17.1,0,0.401
42,Other,Latino,Widowed,Secondary,30000,Farmer,Urban,Nepali,Buddhist,English,2,471,1,2,0.4,7913,15587,0,0,9.8,1,0.348
38,Female,Black,Married,Secondary,50000,Engineer,Urban,Indian,Muslim,Marathi,6,764,0,4,0.97,24947,12268,1,1,17.7,0,0.783
50,Other,Black,Single,Postgraduate,50000,Engineer,Urban,Bangladeshi,Hindu,Marathi,7,810,0,1,0.84,20941,886,1,1,15.0,0,1.0
35,Other,Black,Widowed,Secondary,30000,Laborer,Semi-urban,Indian,Christian,English,6,440,0,0,0.0,6022,735,0,0,5.0,0,0.345
18,Male,White,Single,Primary,10000,Laborer,Rural,Indian,Other,Bengali,2,439,1,5,0.69,19063,10604,1,1,23.5,0,0.553
43,Other,Latino,Divorced,Primary,70000,Farmer,Semi-urban,Bangladeshi,Buddhist,Tamil,1,406,0,5,0.99,9164,16949,0,0,19.7,0,0.27
54,Male,Mixed,Divorced,Postgraduate,50000,Teacher,Urban,Bangladeshi,Other,Marathi,3,402,0,3,0.97,9244,19473,1,1,17.5,0,0.61
30,Male,Mixed,Divorced,Secondary,10000,Teacher,Semi-urban,Indian,Buddhist,Hindi,4,738,1,5,0.29,18125,4738,0,1,3.8,0,0.604
42,Male,White,Widowed,None,20000,Engineer,Rural,Bangladeshi,Muslim,Tamil,3,465,1,4,0.32,18526,17776,1,0,24.0,0,0.315
53,Male,Latino,Divorced,Secondary,100000,Farmer,Urban,Bangladeshi,Christian,Marathi,4,492,0,1,0.96,23132,10059,0,0,8.3,1,0.258
39,Male,Black,Single,Primary,10000,Engineer,Semi-urban,Nepali,Muslim,Telugu,1,561,0,0,0.52,19506,19285,1,1,2.5,0,0.546
58,Other,Asian,Married,Secondary,30000,Laborer,Semi-urban,Nepali,Buddhist,Tamil,2,604,0,4,0.42,3316,15035,0,0,12.0,0,0.451
34,Female,Black,Widowed,Postgraduate,10000,Self-employed,Semi-urban,Nepali,Other,Bengali,3,838,0,5,0.21,23298,14215,1,0,2.9,1,0.589
41,Female,Black,Married,None,20000,Laborer,Semi-urban,Nepali,Hindu,Hindi,7,712,0,3,0.26,16837,12313,1,0,4.7,0,0.529
52,Other,Mixed,Married,Graduate,20000,Laborer,Rural,Indian,Sikh,Telugu,8,766,0,3,0.85,17973,5237,0,0,14.7,1,0.695
42,Female,Asian,Widowed,Postgraduate,30000,Laborer,Semi-urban,Bangladeshi,Sikh,Bengali,8,685,0,2,0.02,5786,17505,0,1,7.6,0,0.591
65,Other,Asian,Married,None,70000,Self-employed,Rural,Bangladeshi,Buddhist,Tamil,2,652,0,4,0.13,17784,12810,1,1,3.9,0,0.665
52,Male,Black,Widowed,None,10000,Farmer,Urban,Nepali,Hindu,English,3,803,0,2,0.47,22166,15319,0,1,5.1,0,0.621
50,Male,Asian,Single,Graduate,70000,Teacher,Semi-urban,Nepali,Other,Telugu,7,304,0,2,0.05,5361,13059,0,1,14.1,0,0.322
64,Female,Latino,Widowed,None,20000,Laborer,Rural,Bangladeshi,Muslim,Telugu,4,771,0,2,0.97,10715,7813,0,1,19.8,0,0.856
52,Other,Black,Married,None,100000,Engineer,Rural,Nepali,Hindu,English,5,647,0,0,0.17,6686,2663,0,1,24.6,0,0.737
61,Female,Mixed,Married,None,10000,Teacher,Semi-urban,Bangladeshi,Muslim,Marathi,6,686,1,1,0.58,9342,567,0,0,4.0,0,0.583
60,Male,Black,Widowed,Postgraduate,10000,Self-employed,Semi-urban,Indian,Hindu,English,5,644,0,2,0.45,4426,16064,0,1,24.6,1,0.627
30,Other,Black,Widowed,None,10000,Laborer,Semi-urban,Nepali,Sikh,Marathi,5,388,1,3,0.43,12951,15035,0,1,16.4,1,0.267
40,Other,Latino,Divorced,Postgraduate,20000,Teacher,Rural,Nepali,Christian,Tamil,7,766,1,3,0.42,4287,6122,0,0,20.8,1,0.651
24,Other,Asian,Divorced,None,30000,Engineer,Semi-urban,Nepali,Other,Bengali,3,709,0,2,0.54,19170,16985,0,1,22.4,0,0.735
58,Female,White,Divorced,None,10000,Farmer,Urban,Bangladeshi,Muslim,Tamil,5,812,1,5,0.97,18263,18522,0,0,8.2,1,0.684
65,Male,White,Widowed,Graduate,70000,Laborer,Urban,Indian,Muslim,Telugu,5,433,1,2,1.0,6591,8131,0,0,9.6,1,0.446
53,Male,Latino,Divorced,Postgraduate,20000,Farmer,Urban,Indian,Sikh,English,7,418,1,5,0.18,6325,444,1,0,17.4,0,0.496
29,Other,Latino,Single,Primary,100000,Self-employed,Rural,Bangladeshi,Muslim,English,2,473,1,2,0.92,24069,17187,0,1,23.2,0,0.404
35,Other,Black,Single,None,20000,Engineer,Urban,Indian,Buddhist,Marathi,6,369,1,0,0.6,6367,361,0,0,22.6,1,0.46
35,Other,Mixed,Widowed,Secondary,70000,Self-employed,Rural,Nepali,Buddhist,English,6,696,0,2,0.97,23567,11403,0,1,22.7,0,0.667
33,Male,Mixed,Single,None,100000,Self-employed,Semi-urban,Indian,Muslim,Marathi,6,811,1,0,0.45,24391,15466,1,0,14.1,1,0.597
29,Male,White,Divorced,Primary,30000,Farmer,Rural,Nepali,Hindu,Telugu,2,641,0,0,0.75,12376,2259,0,0,22.7,1,0.682
31,Female,Black,Married,Primary,70000,Engineer,Semi-urban,Bangladeshi,Sikh,Bengali,4,443,0,5,0.42,13188,18937,0,1,21.8,1,0.294
31,Female,Black,Divorced,Secondary,20000,Teacher,Rural,Bangladeshi,Other,Bengali,4,725,0,4,0.62,14136,5548,1,0,15.4,0,0.732
39,Other,Latino,Single,Secondary,70000,Self-employed,Urban,Indian,Hindu,Tamil,5,649,0,5,0.54,23465,13530,0,0,16.3,1,0.389
41,Female,Mixed,Married,Graduate,10000,Laborer,Urban,Nepali,Sikh,Tamil,5,846,0,3,0.09,12121,17077,1,1,6.2,1,0.739
24,Male,Black,Single,None,50000,Engineer,Semi-urban,Bangladeshi,Muslim,Marathi,1,426,0,2,0.77,13683,6868,1,1,11.3,0,0.652
59,Male,Black,Married,Graduate,70000,Engineer,Rural,Bangladeshi,Muslim,Telugu,3,450,0,2,0.67,5270,13044,0,0,13.8,1,0.316
50,Female,White,Single,None,50000,Self-employed,Rural,Nepali,Hindu,Tamil,2,819,0,4,0.8,20944,3589,1,1,3.3,1,1.0
36,Other,Asian,Married,Postgraduate,50000,Self-employed,Urban,Nepali,Other,Bengali,4,621,0,5,0.36,12350,11822,0,1,12.2,1,0.508
35,Male,Latino,Divorced,Graduate,20000,Laborer,Rural,Nepali,Hindu,Telugu,1,491,1,2,0.18,13313,15962,0,0,21.3,1,0.201
47,Other,Black,Divorced,Secondary,20000,Self-employed,Rural,Indian,Buddhist,Marathi,8,337,1,1,0.01,13492,3079,0,0,12.4,0,0.067
48,Other,Asian,Widowed,None,10000,Self-employed,Urban,Bangladeshi,Other,English,6,560,1,1,0.24,24249,16635,0,0,8.2,0,0.118
44,Male,Latino,Widowed,Postgraduate,50000,Engineer,Urban,Bangladeshi,Christian,Marathi,8,496,0,2,0.17,3175,6868,0,1,22.3,1,0.563
21,Other,Asian,Single,None,10000,Farmer,Semi-urban,Indian,Muslim,Marathi,7,733,0,5,0.14,15126,16305,1,0,8.9,0,0.594
36,Other,Latino,Divorced,Secondary,100000,Laborer,Semi-urban,Nepali,Buddhist,Telugu,3,314,0,3,0.39,22310,17519,1,0,11.2,0,0.077
40,Female,Mixed,Widowed,Graduate,30000,Laborer,Urban,Bangladeshi,Buddhist,English,4,680,1,0,0.06,14954,78,0,1,1.2,1,0.669
49,Other,Mixed,Widowed,Postgraduate,20000,Teacher,Rural,Bangladeshi,Buddhist,English,1,701,1,4,0.78,20488,8545,0,0,2.9,0,0.613
47,Female,Mixed,Widowed,Secondary,100000,Teacher,Rural,Indian,Buddhist,Bengali,1,426,0,4,0.16,3650,4243,1,1,24.0,1,0.609
51,Other,White,Widowed,Graduate,30000,Farmer,Semi-urban,Bangladeshi,Muslim,Tamil,1,329,1,5,0.02,5096,13752,0,0,16.9,0,0.101
43,Other,Asian,Widowed,Graduate,20000,Laborer,Semi-urban,Indian,Christian,English,5,659,1,0,0.17,20948,16395,0,0,14.1,0,0.318
30,Male,Mixed,Divorced,Secondary,70000,Engineer,Urban,Nepali,Christian,Hindi,2,777,0,2,0.19,17603,18588,1,0,20.2,1,0.407
28,Male,White,Widowed,Secondary,100000,Farmer,Urban,Indian,Sikh,Marathi,2,696,0,3,0.28,22748,16231,0,0,10.0,0,0.313
19,Male,Latino,Divorced,None,70000,Teacher,Urban,Nepali,Christian,English,8,436,1,4,0.51,15493,18948,0,0,11.0,1,0.152
56,Other,Asian,Divorced,Primary,50000,Self-employed,Urban,Indian,Sikh,Telugu,8,408,0,2,0.95,22721,4658,1,1,3.2,0,0.688
30,Female,Latino,Single,None,100000,Laborer,Rural,Nepali,Sikh,Hindi,1,685,1,2,0.47,10663,19028,1,0,1.3,1,0.576
59,Female,Asian,Married,Primary,10000,Teacher,Rural,Bangladeshi,Buddhist,Bengali,8,770,0,1,0.14,18321,12446,1,0,10.3,1,0.643
60,Female,Latino,Widowed,Secondary,30000,Farmer,Urban,Indian,Hindu,Hindi,6,320,1,3,0.93,3760,19981,1,0,21.0,1,0.389
33,Other,Black,Widowed,None,20000,Teacher,Rural,Bangladeshi,Sikh,Hindi,2,437,0,3,0.34,14142,7719,1,0,6.2,1,0.319
28,Other,White,Married,Postgraduate,10000,Teacher,Semi-urban,Nepali,Muslim,Telugu,1,555,1,4,0.6,4202,10261,1,0,12.3,1,0.572
20,Female,Black,Single,Primary,70000,Teacher,Rural,Indian,Buddhist,Hindi,1,592,1,5,0.62,4070,16603,1,1,7.4,1,0.629
62,Female,Latino,Widowed,Postgraduate,20000,Teacher,Semi-urban,Indian,Christian,Telugu,3,621,1,4,0.61,13330,880,1,0,6.9,1,0.679
33,Female,Latino,Widowed,Postgraduate,20000,Self-employed,Semi-urban,Indian,Sikh,Hindi,2,534,1,4,0.37,16248,1952,0,1,12.3,0,0.5
21,Other,Asian,Widowed,Postgraduate,50000,Farmer,Semi-urban,Indian,Other,Tamil,8,785,1,2,0.79,22624,9870,1,1,14.7,1,0.901
30,Male,Asian,Married,Graduate,70000,Engineer,Semi-urban,Bangladeshi,Christian,Marathi,7,636,0,2,0.41,19642,15569,0,0,19.4,1,0.327
43,Male,Latino,Divorced,Secondary,50000,Teacher,Semi-urban,Indian,Other,Bengali,7,319,0,5,0.21,3714,18470,1,0,13.8,1,0.291
46,Other,Latino,Widowed,None,20000,Laborer,Rural,Nepali,Muslim,Marathi,7,512,0,3,0.69,16794,16150,0,0,11.0,1,0.279
25,Male,White,Married,Graduate,20000,Engineer,Rural,Bangladeshi,Hindu,Tamil,1,427,1,1,0.9,24102,4076,1,1,14.7,0,0.613
25,Other,Asian,Single,Secondary,30000,Farmer,Rural,Nepali,Buddhist,English,4,553,1,1,0.29,16489,12560,1,1,22.6,0,0.614
35,Male,Black,Married,None,100000,Laborer,Semi-urban,Nepali,Muslim,Tamil,5,432,1,0,0.19,21420,8044,1,0,19.9,1,0.437
54,Other,Latino,Married,Graduate,30000,Teacher,Rural,Indian,Other,Tamil,1,535,0,2,0.05,22561,18064,0,0,13.3,1,0.145
43,Other,White,Single,None,10000,Farmer,Semi-urban,Bangladeshi,Hindu,Telugu,7,481,1,1,0.37,7372,6321,1,1,9.1,1,0.735
64,Male,White,Widowed,Postgraduate,100000,Laborer,Urban,Bangladeshi,Other,English,5,312,1,0,0.11,7433,12955,0,0,19.6,0,0.112
59,Male,White,Married,Graduate,50000,Farmer,Urban,Indian,Hindu,Tamil,8,603,0,2,0.37,6854,1265,1,1,20.2,0,0.859
42,Other,Asian,Married,Secondary,20000,Teacher,Rural,Indian,Hindu,English,8,301,0,2,0.69,18577,15421,0,1,12.4,1,0.256
48,Female,Asian,Divorced,Postgraduate,10000,Self-employed,Rural,Indian,Muslim,Tamil,4,449,0,1,0.83,15891,4999,1,1,9.9,0,0.778
26,Female,Asian,Divorced,Postgraduate,70000,Laborer,Semi-urban,Nepali,Hindu,Hindi,7,750,1,1,0.58,6841,19517,0,1,5.2,0,0.635
26,Other,White,Divorced,Graduate,50000,Farmer,Rural,Indian,Other,English,8,417,0,5,0.29,21812,19728,1,0,1.2,1,0.215
38,Other,Latino,Widowed,Primary,10000,Self-employed,Urban,Indian,Hindu,Tamil,4,504,0,2,0.82,18272,1017,1,0,9.8,0,0.582
53,Other,Mixed,Married,Graduate,30000,Engineer,Rural,Nepali,Christian,English,1,616,1,4,0.52,9709,18156,1,0,4.8,1,0.555
59,Other,Mixed,Single,Primary,30000,Laborer,Semi-urban,Bangladeshi,Muslim,Hindi,6,743,1,0,0.25,6088,13545,0,1,23.9,1,0.658
41,Other,Mixed,Widowed,Graduate,10000,Self-employed,Urban,Nepali,Other,Telugu,3,744,1,1,0.51,23245,18444,1,0,7.2,1,0.607
